Rk,Year,Tm,Lg,W,L,Finish,Playoffs,Stadium,Attendance,Attend/G,Rank,Est. Payroll,PPF,BPF
93,1922,Cleveland Indians,AL,78,76,4,,Dunn Field,528145,6602,5th of 8,,100,102
94,1921,Cleveland Indians,AL,94,60,2,,Dunn Field,748705,9723,2nd of 8,,100,102
95,1920,Cleveland Indians,AL,98,56,1,Won WS (5-2),Dunn Field,912832,11703,2nd of 8,,101,104
96,1919,Cleveland Indians,AL,84,55,2,,Dunn Field,538135,7799,4th of 8,,104,106
97,1918,Cleveland Indians,AL,73,54,2,,Dunn Field,295515,4766,1st of 8,,108,110
98,1917,Cleveland Indians,AL,88,66,3,,Dunn Field,477298,6119,2nd of 8,,106,107
99,1916,Cleveland Indians,AL,77,77,6,,Dunn Field,492106,6309,4th of 8,,105,105
100,1915,Cleveland Indians,AL,57,95,7,,League Park II,159285,2069,6th of 8,,103,101
101,1914,Cleveland Naps,AL,51,102,8,,League Park II,185997,2354,8th of 8,,104,103
102,1913,Cleveland Naps,AL,86,66,3,,League Park II,541000,6763,3rd of 8,,103,103
103,1912,Cleveland Naps,AL,75,78,5,,League Park II,336844,4375,6th of 8,,103,103
104,1911,Cleveland Naps,AL,80,73,3,,League Park II,406296,5277,5th of 8,,102,101
105,1910,Cleveland Naps,AL,71,81,5,,League Park II,293456,3668,6th of 8,,103,101
106,1909,Cleveland Naps,AL,71,82,6,,League Park I,354627,4606,7th of 8,,104,104
107,1908,Cleveland Naps,AL,90,64,2,,League Park I,422262,5414,6th of 8,,99,100
108,1907,Cleveland Naps,AL,85,67,4,,League Park I,382046,4659,5th of 8,,98,101
109,1906,Cleveland Naps,AL,89,64,3,,League Park I,325733,4123,6th of 8,,97,98
110,1905,Cleveland Naps,AL,76,78,5,,League Park I,316306,4108,5th of 8,,99,101
111,1904,Cleveland Naps,AL,86,65,4,,League Park I,264749,3394,6th of 8,,98,99
112,1903,Cleveland Naps,AL,77,63,3,,League Park I Mahaffey Park &  Neil Park I,311280,4206,4th of 8,,96,98
113,1902,Cleveland Bronchos,AL,69,67,5,,League Park I Jailhouse Flats Fairview Park Neil Park I &  Mahaffey Park,275395,4237,4th of 8,,96,95
114,1901,Cleveland Blues,AL,54,82,7,,League Park I,131380,1904,8th of 8,,97,96

1,2014,Detroit Tigers,AL Central,90,72,1,,Comerica Park,2917209,36015,4th of 15,$163635500,104,105
2,2013,Detroit Tigers,AL Central,93,69,1,Lost ALCS (4-2),Comerica Park,3083397,38067,3rd of 15,$154407000,104,104
3,2012,Detroit Tigers,AL Central,88,74,1,Lost WS (4-0),Comerica Park,3028033,37383,5th of 14,$131394000,104,105
4,2011,Detroit Tigers,AL Central,95,67,1,Lost ALCS (4-2),Comerica Park,2642045,32618,6th of 14,$106875231,101,102
5,2010,Detroit Tigers,AL Central,81,81,3,,Comerica Park,2461237,30386,6th of 14,$124039928,101,102
6,2009,Detroit Tigers,AL Central,86,77,2,,Comerica Park,2567165,31693,4th of 14,$119510145,101,101
7,2008,Detroit Tigers,AL Central,74,88,5,,Comerica Park,3202645,39539,3rd of 14,$138785196,102,102
8,2007,Detroit Tigers,AL Central,88,74,2,,Comerica Park,3047133,37619,3rd of 14,$95180369,101,102
9,2006,Detroit Tigers,AL Central,95,67,2,Lost WS (4-1),Comerica Park,2595937,32049,5th of 14,$82612866,99,100
10,2005,Detroit Tigers,AL Central,71,91,4,,Comerica Park,2024431,24993,10th of 14,$69092000,97,97
11,2004,Detroit Tigers,AL Central,72,90,4,,Comerica Park,1917004,23667,9th of 14,$46832000,96,94
12,2003,Detroit Tigers,AL Central,43,119,5,,Comerica Park,1368245,16892,13th of 14,$49168000,95,93
13,2002,Detroit Tigers,AL Central,55,106,5,,Comerica Park,1503623,18795,12th of 14,$55048000,95,92
14,2001,Detroit Tigers,AL Central,66,96,4,,Comerica Park,1921305,23720,9th of 14,$53416167,95,93
15,2000,Detroit Tigers,AL Central,79,83,3,,Comerica Park,2438617,30106,7th of 14,$59645167,95,94
16,1999,Detroit Tigers,AL Central,69,92,3,,Tiger Stadium,2026441,25018,9th of 14,$36689666,100,99
17,1998,Detroit Tigers,AL Central,65,97,5,,Tiger Stadium,1409391,17400,11th of 14,$24265000,101,100
18,1997,Detroit Tigers,AL East,79,83,3,,Tiger Stadium,1365157,16854,13th of 14,$17272000,100,99
19,1996,Detroit Tigers,AL East,53,109,5,,Tiger Stadium,1168610,14427,13th of 14,$23438000,102,100
20,1995,Detroit Tigers,AL East,60,84,4,,Tiger Stadium,1180979,16402,11th of 14,$37044168,102,100
21,1994,Detroit Tigers,AL East,53,62,5,,Tiger Stadium,1184783,20427,13th of 14,$41446501,101,100
22,1993,Detroit Tigers,AL East,85,77,3,,Tiger Stadium,1971421,24339,12th of 14,$38150165,99,99
23,1992,Detroit Tigers,AL East,75,87,6,,Tiger Stadium,1423963,17800,13th of 14,$27322834,100,100
24,1991,Detroit Tigers,AL East,84,78,2,,Tiger Stadium,1641661,20267,12th of 14,$23838333,102,102
25,1990,Detroit Tigers,AL East,79,83,3,,Tiger Stadium,1495785,18466,13th of 14,$18393238,102,101
26,1989,Detroit Tigers,AL East,59,103,7,,Tiger Stadium,1543656,19057,11th of 14,$15669304,99,98
27,1988,Detroit Tigers,AL East,88,74,2,,Tiger Stadium,2081162,25693,8th of 14,$13432071,96,96
28,1987,Detroit Tigers,AL East,98,64,1,Lost ALCS (4-1),Tiger Stadium,2061830,25455,7th of 14,$12122881,95,96
29,1986,Detroit Tigers,AL East,87,75,3,,Tiger Stadium,1899437,23450,7th of 14,$12335714,99,100
30,1985,Detroit Tigers,AL East,84,77,3,,Tiger Stadium,2286609,28230,3rd of 14,$10348143,98,99
31,1984,Detroit Tigers,AL East,104,58,1,Won WS (4-1),Tiger Stadium,2704794,32985,1st of 14,,98,99
32,1983,Detroit Tigers,AL East,92,70,2,,Tiger Stadium,1829636,22588,8th of 14,,96,97
33,1982,Detroit Tigers,AL East,83,79,4,,Tiger Stadium,1636058,20198,7th of 14,,99,100
34,1981,Detroit Tigers,AL East,60,49,3,,Tiger Stadium,1149144,20894,5th of 14,,103,103
35,1980,Detroit Tigers,AL East,84,78,4,,Tiger Stadium,1785293,21772,7th of 14,,102,102
36,1979,Detroit Tigers,AL East,85,76,5,,Tiger Stadium,1630929,20387,7th of 14,,103,103
37,1978,Detroit Tigers,AL East,86,76,5,,Tiger Stadium,1714893,21172,5th of 14,,102,103
38,1977,Detroit Tigers,AL East,74,88,4,,Tiger Stadium,1359856,16788,7th of 14,,105,105
39,1976,Detroit Tigers,AL East,74,87,5,,Tiger Stadium,1467020,18338,4th of 12,,105,103
40,1975,Detroit Tigers,AL East,57,102,6,,Tiger Stadium,1058836,13235,6th of 12,,105,103
41,1974,Detroit Tigers,AL East,72,90,6,,Tiger Stadium,1243080,15347,3rd of 12,,104,102
42,1973,Detroit Tigers,AL East,85,77,3,,Tiger Stadium,1724146,21286,1st of 12,,106,106
43,1972,Detroit Tigers,AL East,86,70,1,Lost ALCS (3-2),Tiger Stadium,1892386,24261,1st of 12,,103,103
44,1971,Detroit Tigers,AL East,91,71,2,,Tiger Stadium,1591073,19643,2nd of 12,,104,105
45,1970,Detroit Tigers,AL East,79,83,4,,Tiger Stadium,1501293,18534,2nd of 12,,101,101
46,1969,Detroit Tigers,AL East,90,72,2,,Tiger Stadium,1577481,19475,2nd of 12,,103,105
47,1968,Detroit Tigers,AL,103,59,1,Won WS (4-3),Tiger Stadium,2031847,25085,1st of 10,,101,103
48,1967,Detroit Tigers,AL,91,71,2,,Tiger Stadium,1447143,17648,3rd of 10,,101,103
49,1966,Detroit Tigers,AL,88,74,3,,Tiger Stadium,1124293,13880,5th of 10,,101,103
50,1965,Detroit Tigers,AL,89,73,4,,Tiger Stadium,1029645,12712,4th of 10,,101,101
51,1964,Detroit Tigers,AL,85,77,4,,Tiger Stadium,816139,9953,6th of 10,,101,102
52,1963,Detroit Tigers,AL,79,83,5,,Tiger Stadium,821952,10148,6th of 10,,103,103
53,1962,Detroit Tigers,AL,85,76,4,,Tiger Stadium,1207881,14730,3rd of 10,,103,104
54,1961,Detroit Tigers,AL,101,61,2,,Tiger Stadium,1600710,19521,2nd of 10,,102,103
55,1960,Detroit Tigers,AL,71,83,6,,Briggs Stadium,1167669,15165,4th of 8,,103,104
56,1959,Detroit Tigers,AL,76,78,4,,Briggs Stadium,1221221,15860,4th of 8,,105,106
57,1958,Detroit Tigers,AL,77,77,5,,Briggs Stadium,1098924,14272,2nd of 8,,107,107
58,1957,Detroit Tigers,AL,78,76,4,,Briggs Stadium,1272346,16524,2nd of 8,,102,103
59,1956,Detroit Tigers,AL,82,72,5,,Briggs Stadium,1051182,13477,3rd of 8,,100,101
60,1955,Detroit Tigers,AL,79,75,5,,Briggs Stadium,1181838,15349,5th of 8,,98,98
61,1954,Detroit Tigers,AL,68,86,5,,Briggs Stadium,1079847,14024,4th of 8,,100,99
62,1953,Detroit Tigers,AL,60,94,6,,Briggs Stadium,884658,11198,5th of 8,,101,98
63,1952,Detroit Tigers,AL,50,104,8,,Briggs Stadium,1026846,13336,5th of 8,,103,100
64,1951,Detroit Tigers,AL,73,81,5,,Briggs Stadium,1132641,14710,5th of 8,,101,100
65,1950,Detroit Tigers,AL,95,59,2,,Briggs Stadium,1951474,24092,2nd of 8,,102,103
66,1949,Detroit Tigers,AL,87,67,4,,Briggs Stadium,1821204,23349,3rd of 8,,99,100
67,1948,Detroit Tigers,AL,78,76,5,,Briggs Stadium,1743035,22637,3rd of 8,,102,103
68,1947,Detroit Tigers,AL,85,69,2,,Briggs Stadium,1398093,17476,4th of 8,,102,104
69,1946,Detroit Tigers,AL,92,62,2,,Briggs Stadium,1722590,21805,2nd of 8,,105,107
70,1945,Detroit Tigers,AL,88,65,1,Won WS (4-3),Briggs Stadium,1280341,16847,1st of 8,,105,107
71,1944,Detroit Tigers,AL,88,66,2,,Briggs Stadium,923176,11836,1st of 8,,103,105
72,1943,Detroit Tigers,AL,78,76,5,,Briggs Stadium,606287,7773,2nd of 8,,106,107
73,1942,Detroit Tigers,AL,73,81,5,,Briggs Stadium,580087,7534,3rd of 8,,108,108
74,1941,Detroit Tigers,AL,75,79,4,,Briggs Stadium,684915,8895,4th of 8,,109,110
75,1940,Detroit Tigers,AL,90,64,1,Lost WS (4-3),Briggs Stadium,1112693,14085,1st of 8,,108,109
76,1939,Detroit Tigers,AL,81,73,5,,Briggs Stadium,836279,10722,2nd of 8,,105,107
77,1938,Detroit Tigers,AL,84,70,4,,Briggs Stadium,799557,10121,2nd of 8,,106,107
78,1937,Detroit Tigers,AL,89,65,2,,Navin Field,1072276,13926,1st of 8,,101,102
79,1936,Detroit Tigers,AL,83,71,2,,Navin Field,875948,11376,2nd of 8,,98,100
80,1935,Detroit Tigers,AL,93,58,1,Won WS (4-2),Navin Field,1034929,13100,1st of 8,,93,96
81,1934,Detroit Tigers,AL,101,53,1,Lost WS (4-3),Navin Field,919161,11490,1st of 8,,97,100
82,1933,Detroit Tigers,AL,75,79,5,,Navin Field,320972,4115,5th of 8,,100,101
83,1932,Detroit Tigers,AL,76,75,5,,Navin Field,397157,5092,4th of 8,,105,104
84,1931,Detroit Tigers,AL,61,93,7,,Navin Field,434056,5637,5th of 8,,104,103
85,1930,Detroit Tigers,AL,75,79,5,,Navin Field,649450,8326,3rd of 8,,103,102
86,1929,Detroit Tigers,AL,70,84,6,,Navin Field,869318,11290,2nd of 8,,101,100
87,1928,Detroit Tigers,AL,68,86,6,,Navin Field,474323,6160,4th of 8,,102,102
88,1927,Detroit Tigers,AL,82,71,4,,Navin Field,773716,9919,2nd of 8,,101,101
89,1926,Detroit Tigers,AL,79,75,6,,Navin Field,711914,8789,4th of 8,,100,101
90,1925,Detroit Tigers,AL,81,73,4,,Navin Field,820766,10659,4th of 8,,98,98
91,1924,Detroit Tigers,AL,86,68,3,,Navin Field,1015136,13015,2nd of 8,,97,98
92,1923,Detroit Tigers,AL,83,71,2,,Navin Field,911377,11836,2nd of 8,,97,98
93,1922,Detroit Tigers,AL,79,75,3,,Navin Field,861206,11184,2nd of 8,,96,97
94,1921,Detroit Tigers,AL,71,82,6,,Navin Field,661527,8591,3rd of 8,,100,99
95,1920,Detroit Tigers,AL,61,93,7,,Navin Field,579650,7431,4th of 8,,98,97
96,1919,Detroit Tigers,AL,80,60,4,,Navin Field,643805,9197,1st of 8,,99,98
97,1918,Detroit Tigers,AL,55,71,7,,Navin Field,203719,3512,4th of 8,,95,95
98,1917,Detroit Tigers,AL,78,75,4,,Navin Field,457289,6017,3rd of 8,,99,100
99,1916,Detroit Tigers,AL,87,67,3,,Navin Field,616772,8010,2nd of 8,,101,104
100,1915,Detroit Tigers,AL,100,54,2,,Navin Field,476105,6183,3rd of 8,,103,105
101,1914,Detroit Tigers,AL,80,73,4,,Navin Field,416225,5336,3rd of 8,,102,103
102,1913,Detroit Tigers,AL,66,87,6,,Navin Field,398502,5243,5th of 8,,99,98
103,1912,Detroit Tigers,AL,69,84,6,,Navin Field,402870,5301,4th of 8,,98,97
104,1911,Detroit Tigers,AL,89,65,2,,Bennett Park,484988,6381,4th of 8,,103,105
105,1910,Detroit Tigers,AL,86,68,3,,Bennett Park,391288,5017,4th of 8,,104,107
106,1909,Detroit Tigers,AL,98,54,1,Lost WS (4-3),Bennett Park,490490,6288,4th of 8,,102,105
107,1908,Detroit Tigers,AL,90,63,1,Lost WS (4-1),Bennett Park,436199,5592,5th of 8,,100,104
108,1907,Detroit Tigers,AL,92,58,1,Lost WS (4-0),Bennett Park,297079,3760,7th of 8,,102,103
109,1906,Detroit Tigers,AL,71,78,6,,Bennett Park,174043,2231,7th of 8,,102,102
110,1905,Detroit Tigers,AL,79,74,3,,Bennett Park &  Neil Park II,193384,2545,8th of 8,,103,100
111,1904,Detroit Tigers,AL,62,90,7,,Bennett Park,177796,2251,7th of 8,,98,97
112,1903,Detroit Tigers,AL,65,71,5,,Bennett Park Armory Park &  Ramona Park,224523,3454,6th of 8,,97,96
113,1902,Detroit Tigers,AL,52,83,7,,Bennett Park &  Burns Park,189469,2828,6th of 8,,104,104
114,1901,Detroit Tigers,AL,74,61,3,,Bennett Park &  Burns Park,259430,3706,3rd of 8,,105,105

1,2014,Kansas City Royals,AL Central,89,73,2,,Kauffman Stadium,1956482,24154,11th of 15,$89271575,104,105
2,2013,Kansas City Royals,AL Central,86,76,3,,Kauffman Stadium,1750754,21614,12th of 15,$87426250,103,103
3,2012,Kansas City Royals,AL Central,72,90,3,,Kauffman Stadium,1739859,21480,10th of 14,$61747075,102,102
4,2011,Kansas City Royals,AL Central,71,91,4,,Kauffman Stadium,1724450,21290,12th of 14,$35712000,100,99
5,2010,Kansas City Royals,AL Central,67,95,5,,Kauffman Stadium,1615327,19942,11th of 14,$73105210,101,99
6,2009,Kansas City Royals,AL Central,65,97,4,,Kauffman Stadium,1797891,22196,12th of 14,$76817333,99,97
7,2008,Kansas City Royals,AL Central,75,87,4,,Kauffman Stadium,1578922,19493,14th of 14,$59445500,99,98
8,2007,Kansas City Royals,AL Central,69,93,5,,Kauffman Stadium,1616867,19961,13th of 14,$67691500,101,100
9,2006,Kansas City Royals,AL Central,62,100,5,,Kauffman Stadium,1372638,16946,13th of 14,$47694000,103,101
10,2005,Kansas City Royals,AL Central,56,106,5,,Kauffman Stadium,1371181,16928,13th of 14,$36881000,101,99
11,2004,Kansas City Royals,AL Central,58,104,5,,Kauffman Stadium,1661478,20768,13th of 14,$47609000,103,101
12,2003,Kansas City Royals,AL Central,83,79,3,,Kauffman Stadium,1779895,22249,11th of 14,$40518000,108,107
13,2002,Kansas City Royals,AL Central,62,100,4,,Kauffman Stadium,1323036,16334,13th of 14,$47257000,111,110
14,2001,Kansas City Royals,AL Central,65,97,5,,Kauffman Stadium,1536371,18968,13th of 14,$35422500,107,106
15,2000,Kansas City Royals,AL Central,77,85,4,,Kauffman Stadium,1564847,19319,12th of 14,$24903000,103,103
16,1999,Kansas City Royals,AL Central,64,97,4,,Kauffman Stadium,1506068,18826,11th of 14,$26660000,102,101
17,1998,Kansas City Royals,AL Central,72,89,3,,Kauffman Stadium,1494875,18686,10th of 14,$38097500,102,101
18,1997,Kansas City Royals,AL Central,67,94,5,,Kauffman Stadium,1517638,18970,10th of 14,$34810000,102,101
19,1996,Kansas City Royals,AL Central,75,86,5,,Kauffman Stadium,1435997,17950,10th of 14,$20290250,99,99
20,1995,Kansas City Royals,AL Central,70,74,2,,Kauffman Stadium,1233530,17132,10th of 14,$29532834,101,101
21,1994,Kansas City Royals,AL Central,64,51,3,,Kauffman Stadium,1400494,23737,10th of 14,$40541334,104,103
22,1993,Kansas City Royals,AL West,84,78,3,,Kauffman Stadium,1934578,23884,13th of 14,$41455167,106,106
23,1992,Kansas City Royals,AL West,72,90,5,,Royals Stadium,1867689,23058,9th of 14,$33893834,102,102
24,1991,Kansas City Royals,AL West,82,80,6,,Royals Stadium,2161537,26686,9th of 14,$26319834,101,100
25,1990,Kansas City Royals,AL West,75,86,6,,Royals Stadium,2244956,27716,6th of 14,$24161084,98,98
26,1989,Kansas City Royals,AL West,92,70,2,,Royals Stadium,2477700,30589,6th of 14,$18914068,100,100
27,1988,Kansas City Royals,AL West,84,77,3,,Royals Stadium,2350181,29377,5th of 14,$14850062,101,101
28,1987,Kansas City Royals,AL West,83,79,2,,Royals Stadium,2392471,29537,4th of 14,$12513056,102,102
29,1986,Kansas City Royals,AL West,76,86,3,,Royals Stadium,2320794,28652,3rd of 14,$13043698,101,101
30,1985,Kansas City Royals,AL West,91,71,1,Won WS (4-3),Royals Stadium,2162717,26375,5th of 14,$10565346,99,99
31,1984,Kansas City Royals,AL West,84,78,1,Lost ALCS (3-0),Royals Stadium,1810018,22346,7th of 14,,100,100
32,1983,Kansas City Royals,AL West,79,83,2,,Royals Stadium,1963875,23950,6th of 14,,100,100
33,1982,Kansas City Royals,AL West,90,72,2,,Royals Stadium,2284464,28203,2nd of 14,,100,100
34,1981,Kansas City Royals,AL West,50,53,4,Lost LDS (3-0),Royals Stadium,1279403,27221,3rd of 14,,98,98
35,1980,Kansas City Royals,AL West,97,65,1,Lost WS (4-2),Royals Stadium,2288714,28256,3rd of 14,,99,100
36,1979,Kansas City Royals,AL West,85,77,2,,Royals Stadium,2261845,27924,4th of 14,,101,102
37,1978,Kansas City Royals,AL West,92,70,1,Lost ALCS (3-1),Royals Stadium,2255493,27846,3rd of 14,,101,102
38,1977,Kansas City Royals,AL West,102,60,1,Lost ALCS (3-2),Royals Stadium,1852603,22872,3rd of 14,,100,102
39,1976,Kansas City Royals,AL West,90,72,1,Lost ALCS (3-2),Royals Stadium,1680265,20744,3rd of 12,,100,102
40,1975,Kansas City Royals,AL West,91,71,2,,Royals Stadium,1151836,14220,4th of 12,,102,103
41,1974,Kansas City Royals,AL West,77,85,5,,Royals Stadium,1173292,14485,5th of 12,,105,105
42,1973,Kansas City Royals,AL West,88,74,2,,Royals Stadium,1345341,16609,3rd of 12,,106,106
43,1972,Kansas City Royals,AL West,76,78,4,,Municipal Stadium,707656,9190,9th of 12,,98,99
44,1971,Kansas City Royals,AL West,85,76,2,,Municipal Stadium,910784,11244,8th of 12,,98,98
45,1970,Kansas City Royals,AL West,65,97,4,,Municipal Stadium,693047,8773,11th of 12,,100,99
46,1969,Kansas City Royals,AL West,69,93,4,,Municipal Stadium,902414,11005,7th of 12,,101,100

1,2014,Minnesota Twins,AL Central,70,92,5,,Target Field,2250606,27785,8th of 15,$84044000,103,102
2,2013,Minnesota Twins,AL Central,66,96,4,,Target Field,2477644,30588,7th of 15,$63042500,102,101
3,2012,Minnesota Twins,AL Central,66,96,5,,Target Field,2776354,34276,6th of 14,$99066000,100,98
4,2011,Minnesota Twins,AL Central,63,99,5,,Target Field,3168116,39113,2nd of 14,$112737000,99,99
5,2010,Minnesota Twins,AL Central,94,68,1,Lost LDS (3-0),Target Field,3223640,39798,3rd of 14,$97559166,98,98
6,2009,Minnesota Twins,AL Central,87,76,1,Lost LDS (3-0),Hubert H. Humphrey Metrodome,2416237,29466,5th of 14,$67804266,98,98
7,2008,Minnesota Twins,AL Central,88,75,2,,Hubert H. Humphrey Metrodome,2302431,28425,8th of 14,$56932766,96,96
8,2007,Minnesota Twins,AL Central,79,83,3,,Hubert H. Humphrey Metrodome,2296383,28350,9th of 14,$71439500,95,95
9,2006,Minnesota Twins,AL Central,96,66,1,Lost LDS (3-0),Hubert H. Humphrey Metrodome,2285018,28210,9th of 14,$63396006,98,98
10,2005,Minnesota Twins,AL Central,83,79,3,,Hubert H. Humphrey Metrodome,2034243,25114,9th of 14,$56186000,102,102
11,2004,Minnesota Twins,AL Central,92,70,1,Lost LDS (3-1),Hubert H. Humphrey Metrodome,1911490,23599,11th of 14,$53890000,102,102
12,2003,Minnesota Twins,AL Central,90,72,1,Lost LDS (3-1),Hubert H. Humphrey Metrodome,1946011,24025,8th of 14,$55505000,100,101
13,2002,Minnesota Twins,AL Central,94,67,1,Lost ALCS (4-1),Hubert H. Humphrey Metrodome,1924473,23759,9th of 14,$40425000,100,100
14,2001,Minnesota Twins,AL Central,85,77,2,,Hubert H. Humphrey Metrodome,1782929,22011,11th of 14,$24130000,101,101
15,2000,Minnesota Twins,AL Central,69,93,5,,Hubert H. Humphrey Metrodome,1000760,12355,14th of 14,$17529500,105,104
16,1999,Minnesota Twins,AL Central,63,97,5,,Hubert H. Humphrey Metrodome,1202829,14850,14th of 14,$22107500,104,103
17,1998,Minnesota Twins,AL Central,70,92,4,,Hubert H. Humphrey Metrodome,1165976,14395,14th of 14,$28097500,102,101
18,1997,Minnesota Twins,AL Central,68,94,4,,Hubert H. Humphrey Metrodome,1411064,17421,12th of 14,$34072500,101,100
19,1996,Minnesota Twins,AL Central,78,84,4,,Hubert H. Humphrey Metrodome,1437352,17529,11th of 14,$23117000,102,101
20,1995,Minnesota Twins,AL Central,56,88,5,,Hubert H. Humphrey Metrodome,1057667,14690,14th of 14,$25410500,102,101
21,1994,Minnesota Twins,AL Central,53,60,4,,Hubert H. Humphrey Metrodome,1398565,23704,9th of 14,$28438500,101,100
22,1993,Minnesota Twins,AL West,71,91,5,,Hubert H. Humphrey Metrodome,2048673,25292,10th of 14,$28217933,100,100
23,1992,Minnesota Twins,AL West,90,72,2,,Hubert H. Humphrey Metrodome,2482428,30647,5th of 14,$28027834,102,102
24,1991,Minnesota Twins,AL West,95,67,1,Won WS (4-3),Hubert H. Humphrey Metrodome,2293842,28319,8th of 14,$23361833,104,105
25,1990,Minnesota Twins,AL West,74,88,7,,Hubert H. Humphrey Metrodome,1751584,21624,11th of 14,$15272000,106,106
26,1989,Minnesota Twins,AL West,80,82,5,,Hubert H. Humphrey Metrodome,2277438,28117,7th of 14,$16806666,107,107
27,1988,Minnesota Twins,AL West,91,71,2,,Hubert H. Humphrey Metrodome,3030672,37416,1st of 14,$13308966,102,102
28,1987,Minnesota Twins,AL West,85,77,1,Won WS (4-3),Hubert H. Humphrey Metrodome,2081976,25703,6th of 14,$10585000,103,103
29,1986,Minnesota Twins,AL West,71,91,6,,Hubert H. Humphrey Metrodome,1255453,15499,13th of 14,$9498167,102,101
30,1985,Minnesota Twins,AL West,77,85,4,,Hubert H. Humphrey Metrodome,1651814,19664,9th of 14,$5764821,105,105
31,1984,Minnesota Twins,AL West,81,81,2,,Hubert H. Humphrey Metrodome,1598692,19737,10th of 14,,105,104
32,1983,Minnesota Twins,AL West,70,92,5,,Hubert H. Humphrey Metrodome,858939,10604,12th of 14,,104,103
33,1982,Minnesota Twins,AL West,60,102,7,,Hubert H. Humphrey Metrodome,921186,11373,14th of 14,,104,103
34,1981,Minnesota Twins,AL West,41,68,7,,Metropolitan Stadium,469090,7690,14th of 14,,108,106
35,1980,Minnesota Twins,AL West,77,84,3,,Metropolitan Stadium,769206,9615,14th of 14,,108,107
36,1979,Minnesota Twins,AL West,82,80,4,,Metropolitan Stadium,1070521,13216,11th of 14,,104,104
37,1978,Minnesota Twins,AL West,73,89,4,,Metropolitan Stadium,787878,9727,13th of 14,,102,102
38,1977,Minnesota Twins,AL West,84,77,4,,Metropolitan Stadium,1162727,14534,11th of 14,,98,99
39,1976,Minnesota Twins,AL West,85,77,3,,Metropolitan Stadium,715394,8832,12th of 12,,102,103
40,1975,Minnesota Twins,AL West,76,83,4,,Metropolitan Stadium,737156,8990,12th of 12,,102,102
41,1974,Minnesota Twins,AL West,82,80,3,,Metropolitan Stadium,662401,8078,12th of 12,,104,104
42,1973,Minnesota Twins,AL West,81,81,3,,Metropolitan Stadium,907499,11204,10th of 12,,103,104
43,1972,Minnesota Twins,AL West,77,77,3,,Metropolitan Stadium,797901,10782,7th of 12,,105,105
44,1971,Minnesota Twins,AL West,74,86,5,,Metropolitan Stadium,940858,11910,5th of 12,,102,103
45,1970,Minnesota Twins,AL West,98,64,1,Lost ALCS (3-0),Metropolitan Stadium,1261887,15579,3rd of 12,,102,103
46,1969,Minnesota Twins,AL West,97,65,1,Lost ALCS (3-0),Metropolitan Stadium,1349328,16658,3rd of 12,,102,104
47,1968,Minnesota Twins,AL,79,83,7,,Metropolitan Stadium,1143257,14114,4th of 10,,105,106
48,1967,Minnesota Twins,AL,91,71,2,,Metropolitan Stadium,1483547,18315,2nd of 10,,108,109
49,1966,Minnesota Twins,AL,89,73,2,,Metropolitan Stadium,1259374,15548,2nd of 10,,105,107
50,1965,Minnesota Twins,AL,102,60,1,Lost WS (4-3),Metropolitan Stadium,1463258,18065,1st of 10,,103,105
51,1964,Minnesota Twins,AL,79,83,6,,Metropolitan Stadium,1207514,14726,3rd of 10,,99,101
52,1963,Minnesota Twins,AL,91,70,3,,Metropolitan Stadium,1406652,17366,1st of 10,,100,102
53,1962,Minnesota Twins,AL,91,71,2,,Metropolitan Stadium,1433116,17477,2nd of 10,,103,104
54,1961,Minnesota Twins,AL,70,90,7,,Metropolitan Stadium,1256723,15515,3rd of 10,,105,105
55,1960,Washington Senators,AL,73,81,5,,Griffith Stadium,743404,9655,8th of 8,,103,102
56,1959,Washington Senators,AL,63,91,8,,Griffith Stadium,615372,7992,8th of 8,,102,100
57,1958,Washington Senators,AL,61,93,8,,Griffith Stadium,475288,6093,8th of 8,,101,98
58,1957,Washington Senators,AL,55,99,8,,Griffith Stadium,457079,5936,8th of 8,,102,98
59,1956,Washington Senators,AL,59,95,7,,Griffith Stadium,431647,5606,8th of 8,,100,96
60,1955,Washington Senators,AL,53,101,8,,Griffith Stadium,425238,5523,8th of 8,,99,96
61,1954,Washington Senators,AL,66,88,6,,Griffith Stadium,503542,6456,7th of 8,,96,95
62,1953,Washington Senators,AL,76,76,5,,Griffith Stadium,595594,7941,6th of 8,,97,97
63,1952,Washington Senators,AL,78,76,5,,Griffith Stadium,699457,8967,6th of 8,,97,97
64,1951,Washington Senators,AL,62,92,7,,Griffith Stadium,695167,9147,6th of 8,,100,98
65,1950,Washington Senators,AL,67,87,5,,Griffith Stadium,699697,8970,6th of 8,,98,95
66,1949,Washington Senators,AL,50,104,8,,Griffith Stadium,770745,10010,7th of 8,,101,97
67,1948,Washington Senators,AL,56,97,7,,Griffith Stadium,795254,10196,6th of 8,,101,97
68,1947,Washington Senators,AL,64,90,7,,Griffith Stadium,850758,11049,7th of 8,,100,97
69,1946,Washington Senators,AL,76,78,4,,Griffith Stadium,1027216,13516,5th of 8,,95,94
70,1945,Washington Senators,AL,87,67,2,,Griffith Stadium,652660,8367,4th of 8,,92,91
71,1944,Washington Senators,AL,64,90,8,,Griffith Stadium,525235,6821,4th of 8,,95,95
72,1943,Washington Senators,AL,84,69,2,,Griffith Stadium,574694,7562,3rd of 8,,97,96
